ticker,Date,num_mentions
EYES,02-01,11
EYES,03-01,27
EYES,06-01,5
EYES,07-01,6
EYES,12-01,4
EYESW,03-01,2
EZA,02-01,1
EZA,03-01,4
EZA,04-01,1
EZGO,05-01,1
F,01-01,132
F,02-01,49
F,03-01,33
F,04-01,5
F,05-01,14
F,06-01,27
F,07-01,16
F,08-01,18
F,09-01,8
F,10-01,1
FA,07-01,3
FA,08-01,1
FA,09-01,2
FA,10-01,3
FAB,01-01,2
FAB,04-01,2
FAB,06-01,1
FACT,05-01,2
FACT,06-01,5
FAD,06-01,1
FAF,02-01,11
FAII,03-01,1
FAIL,03-01,2
FAIL,04-01,2
FAIL,05-01,2
FAIL,06-01,1
FAM,01-01,14
FAM,02-01,10
FAM,03-01,7
FAM,04-01,2
FAM,05-01,2
FAM,06-01,4
FAMI,02-01,1
FAMI,05-01,2
FAMI,09-01,1
FAMI,10-01,5
FAN,01-01,8
FAN,02-01,35
FAN,03-01,6
FAN,06-01,1
FANG,01-01,26
FANG,02-01,13
FANG,03-01,3
FANG,04-01,4
FANG,05-01,6
FANG,06-01,5
FANG,07-01,5
FANG,09-01,6
FANG,10-01,3
FANG,12-01,2
FARM,02-01,2
FARM,06-01,3
FAS,01-01,8
FAS,02-01,5
FAS,04-01,6
FAS,05-01,5
FAS,06-01,1
FAS,09-01,5
FAS,12-01,2
FAST,01-01,44
FAST,02-01,33
FAST,03-01,12
FAST,04-01,5
FAST,05-01,6
FAST,06-01,8
FAST,07-01,2
FAST,08-01,4
FAST,09-01,5
FAT,01-01,48
FAT,02-01,15
FAT,03-01,13
FAT,04-01,3
FAT,05-01,6
FAT,06-01,9
FAT,07-01,2
FATE,02-01,5
FATE,03-01,3
FATE,05-01,1
FATE,06-01,6
FAVO,03-01,1
FAX,01-01,2
FAX,03-01,1
FAX,04-01,2
FAX,06-01,1
FAZ,02-01,5
FAZ,03-01,2
FAZ,09-01,6
FB,01-01,332
FB,02-01,155
FB,03-01,110
FB,04-01,137
FB,05-01,91
FB,06-01,88
FB,07-01,84
FB,08-01,47
FB,09-01,58
FB,10-01,190
FB,12-01,54
FBRX,09-01,1
FBSGF,02-01,1
FC,01-01,6
FC,02-01,4
FC,03-01,1
FC,04-01,2
FC,05-01,1
FC,06-01,1
FCA,01-01,32
FCA,02-01,5
FCA,03-01,1
FCAU,01-01,6
FCEL,01-01,206
FCEL,02-01,98
FCEL,03-01,19
FCEL,04-01,21
FCEL,05-01,15
FCEL,06-01,25
FCEL,07-01,4
FCEL,08-01,11
FCEL,09-01,20
FCEL,12-01,22
FCF,01-01,20
FCF,02-01,18
FCF,03-01,8
FCF,04-01,6
FCF,05-01,16
FCF,06-01,10
FCF,07-01,1
FCF,08-01,4
FCF,12-01,4
FCFS,03-01,1
FCX,01-01,18
FCX,02-01,23
FCX,03-01,4
FCX,04-01,14
FCX,05-01,17
FCX,06-01,10
FCX,07-01,7
FCX,08-01,11
FCX,09-01,1
FCX,10-01,1
FDM,02-01,1
FDM,03-01,1
FDP,01-01,2
FDP,03-01,2
FDP,04-01,2
FDP,05-01,1
FDS,01-01,10
FDS,02-01,1
FDS,03-01,3
FDS,05-01,1
FDS,06-01,3
FDS,07-01,1
FDS,09-01,1
FDS,12-01,6
FDX,01-01,22
FDX,02-01,2
FDX,03-01,3
FDX,04-01,3
FDX,05-01,3
FDX,07-01,2
FDX,09-01,16
FDX,10-01,2
FDX,12-01,4
FE,01-01,4
FE,02-01,2
FE,03-01,1
FENY,02-01,1
FENY,05-01,2
FERGY,02-01,1
FEYE,01-01,18
FEYE,02-01,9
FEYE,04-01,3
FEYE,05-01,5
FEYE,06-01,3
FEYE,12-01,34
FF,01-01,16
FF,02-01,59
FF,03-01,9
FF,04-01,5
FF,06-01,14
FF,07-01,1
FF,08-01,1
FF,09-01,2
FFA,06-01,1
FFG,02-01,1
FFIE,08-01,3
FFIE,09-01,2
FFIE,10-01,1
FFIN,02-01,2
FFIV,04-01,2
FFNTF,02-01,2
FFR,02-01,1
FFR,03-01,1
FFR,06-01,1
FGEN,04-01,1
FGEN,05-01,1
FGEN,09-01,1
FHN,05-01,1
FHS,04-01,1
FI,01-01,4
FI,02-01,1
FI,03-01,2
FI,04-01,1
FI,05-01,1
FI,06-01,3
FI,09-01,1
FICO,02-01,1
FICO,03-01,2
FICO,04-01,1
FICO,05-01,2
FID,02-01,2
FID,03-01,1
FID,05-01,2
FID,06-01,3
FID,12-01,2
FIF,02-01,2
FIF,03-01,2
FIGS,06-01,21
FIGS,08-01,9
FIGS,09-01,2
FIII,01-01,4
FIII,12-01,2
FILL,01-01,4
FILL,02-01,4
FILL,03-01,4
FILL,04-01,3
FILL,06-01,3
FINV,02-01,1
FINV,03-01,2
FIS,02-01,13
FIS,04-01,2
FIS,06-01,2
FISV,01-01,10
FISV,02-01,14
FISV,05-01,1
FIT,01-01,4
FITB,07-01,1
FITE,05-01,2
FITE,12-01,4
FIVE,01-01,12
FIVE,02-01,10
FIVE,03-01,9
FIVE,04-01,4
FIVE,05-01,2
FIVE,06-01,11
FIVE,07-01,4
FIVE,08-01,1
FIVE,09-01,4
FIVE,12-01,2
FIVG,05-01,3
FIVN,07-01,6
FIVN,09-01,4
FIVN,10-01,1
FIX,01-01,22
FIX,02-01,10
FIX,03-01,3
FIX,04-01,1
FIX,05-01,1
FIX,06-01,2
FIZZ,01-01,76
FIZZ,02-01,9
FIZZ,03-01,10
FIZZ,06-01,10
FIZZ,08-01,4
FKU,02-01,3
FLEX,01-01,8
FLEX,02-01,6
FLEX,04-01,1
FLEX,06-01,1
FLEX,09-01,1
FLGC,06-01,2
FLGT,01-01,6
FLGT,02-01,4
FLGT,03-01,4
FLGT,04-01,2
FLGT,05-01,11
FLGT,06-01,15
FLIR,01-01,4
FLIR,02-01,2
FLIR,03-01,6
FLIR,05-01,10
FLNG,05-01,2
FLNG,06-01,1
FLOT,03-01,2
FLOW,01-01,8
FLOW,02-01,6
FLOW,03-01,5
FLOW,05-01,1
FLOW,07-01,1
FLOW,08-01,2
FLOW,09-01,1
FLQS,02-01,6
FLR,03-01,2
FLR,04-01,1
FLR,05-01,1
FLR,10-01,1
FLS,03-01,1
FLT,01-01,4
FLT,02-01,4
FLT,03-01,4
FLT,06-01,1
FLUX,05-01,1
FLWS,01-01,6
FLWS,03-01,1
FLWS,04-01,1
FLY,01-01,82
FLY,02-01,35
FLY,03-01,43
FLY,04-01,7
FLY,05-01,3
FLY,06-01,34
FLY,12-01,8
FM,02-01,1
FM,03-01,1
FM,06-01,3
FMAT,06-01,1
FMB,04-01,1
FMC,01-01,6
FMC,04-01,1
FMC,09-01,1
FMCC,05-01,1
FN,02-01,4
FN,03-01,3
FN,06-01,1
FN,09-01,1
FND,03-01,1
FNDB,02-01,6
FNDC,04-01,1
FNDE,01-01,2
FNF,02-01,6
FNF,03-01,2
FNF,05-01,1
FNGD,03-01,1
FNGD,05-01,1
FNGD,10-01,2
FNGU,01-01,2
FNGU,02-01,5
FNGU,03-01,1
FNGU,04-01,2
FNGU,05-01,1
FNGU,06-01,10
FNGU,07-01,3
FNGU,08-01,3
FNKO,02-01,3
FNMA,02-01,1
FNMA,03-01,4
FNMA,04-01,2
FNMA,06-01,3
FNV,01-01,2
FNV,02-01,1
FOA,08-01,1
FOE,02-01,2
FOE,03-01,1
FOE,05-01,5
FOLD,01-01,82
FOLD,02-01,24
FOLD,03-01,4
FOLD,04-01,5
FOLD,05-01,3
FOLD,06-01,2
FOMC,05-01,2
FOMC,06-01,2
FOMOX,06-01,1
FOR,01-01,568
FOR,12-01,78
FORA,04-01,1
FORD,01-01,68
FORD,02-01,22
FORD,03-01,8
FORD,04-01,2
FORD,05-01,11
FORD,06-01,14
FORD,07-01,10
FORD,08-01,5
FORD,09-01,6
FORE,05-01,1
FORM,01-01,16
FORM,02-01,4
FORM,03-01,7
FORM,04-01,2
FORM,09-01,1
FORTY,06-01,5
FOUR,01-01,14
FOUR,02-01,17
FOUR,03-01,8
FOUR,04-01,2
FOUR,06-01,9
FOUR,07-01,3
FOUR,08-01,1
FOUR,09-01,3
FOUR,10-01,1
FOX,01-01,8
FOX,02-01,20
FOX,03-01,8
FOX,04-01,6
FOX,05-01,3
FOX,06-01,4
FOX,07-01,4
FOX,08-01,1
FOX,09-01,2
FOX,10-01,1
FOXA,05-01,1
FPAC,07-01,2
FPE,03-01,1
FPI,03-01,1
FPI,05-01,1
FPL,04-01,2
FR,01-01,10
FR,02-01,4
FR,03-01,1
FR,04-01,4
FR,05-01,1
FR,06-01,9
FR,12-01,2
FRA,01-01,24
FRA,02-01,4
FRA,03-01,3
FRA,04-01,3
FRA,05-01,1
FRAK,06-01,1
FREE,01-01,88
FREE,12-01,26
FREQ,02-01,4
FREQ,03-01,6
FREQ,05-01,1
FRHC,01-01,2
FRI,02-01,3
FRI,03-01,1
FRI,04-01,1
FRO,03-01,2
FRO,09-01,1
FROG,02-01,2
FROG,03-01,8
FROG,04-01,2
FROG,05-01,1
FRT,08-01,1
FRX,02-01,2
FRX,03-01,2
FRX,06-01,5
FSD,01-01,72
FSD,02-01,26
FSD,03-01,50
FSD,04-01,26
FSD,05-01,11
FSD,06-01,23
FSD,12-01,2
FSI,06-01,4
FSK,03-01,3
FSK,06-01,1
FSK,08-01,2
FSKR,01-01,4
FSKR,03-01,1
FSLR,01-01,14
FSLR,02-01,2
FSLR,03-01,16
FSLR,04-01,3
FSLR,06-01,5
FSLR,09-01,2
FSLR,12-01,4
FSLY,01-01,24
FSLY,02-01,14
FSLY,03-01,5
FSLY,04-01,9
FSLY,05-01,28
FSLY,06-01,17
FSLY,07-01,5
FSLY,08-01,27
FSLY,09-01,3
FSLY,10-01,2
FSLY,12-01,12
FSM,02-01,7
FSM,05-01,2
FSM,07-01,3
FSR,01-01,44
FSR,02-01,41
FSR,03-01,42
FSR,04-01,31
FSR,05-01,32
FSR,06-01,41
FSR,07-01,4
FSR,08-01,29
FSR,10-01,2
FSR,12-01,8
FSTR,06-01,36
FT,01-01,58
FT,02-01,10
FT,03-01,28
FT,04-01,4
FT,05-01,2
FT,06-01,8
FTA,02-01,5
FTAI,02-01,1
FTC,01-01,34
FTC,02-01,12
FTC,03-01,4
FTC,04-01,3
FTC,06-01,3
FTC,12-01,2
FTCH,02-01,2
FTCH,03-01,6
FTCH,04-01,1
FTCH,05-01,2
FTCH,06-01,1
FTCH,12-01,2
FTCV,06-01,1
FTCV,08-01,3
FTDR,02-01,2
FTEC,02-01,1
FTEC,03-01,3
FTEC,09-01,2
FTFT,02-01,2
FTFT,04-01,1
FTGC,03-01,2
FTI,06-01,2
FTI,09-01,2
FTNT,01-01,2
FTNT,06-01,1
FTNT,12-01,12
FTOC,02-01,3
FTOCU,02-01,2
FUBO,01-01,222
FUBO,02-01,85
FUBO,03-01,99
FUBO,04-01,89
FUBO,05-01,122
FUBO,06-01,55
FUBO,07-01,4
FUBO,08-01,37
FUBO,09-01,24
FUBO,10-01,3
FUBO,12-01,32
FUD,03-01,4
FUD,05-01,1
FULC,02-01,1
FUN,01-01,16
FUN,02-01,11
FUN,03-01,12
FUN,04-01,6
FUN,05-01,1
FUN,06-01,13
FUN,07-01,4
FUN,08-01,2
FUN,09-01,1
FUN,10-01,1
FUND,01-01,54
FUND,02-01,30
FUND,03-01,23
FUND,04-01,6
FUND,05-01,4
FUND,06-01,12
FURY,01-01,6
FURY,03-01,1
FUSE,01-01,2
FUSE,03-01,1
FUT,01-01,2
FUTU,01-01,48
FUTU,02-01,25
FUTU,03-01,3
FUTU,04-01,12
FUTU,05-01,1
FUTU,07-01,1
FUTU,09-01,5
FUV,01-01,2
FUV,02-01,6
FUV,03-01,8
FUV,04-01,3
FUV,06-01,3
FUV,07-01,2
FUV,08-01,1
FV,03-01,1
FV,04-01,1
FV,05-01,1
FV,06-01,1
FVAC,12-01,2
FVRR,01-01,4
FVRR,02-01,3
FVRR,03-01,1
FVRR,04-01,1
FVRR,08-01,7
FVRR,09-01,1
FVRR,12-01,2
FXC,01-01,2
FXF,06-01,1
FXI,03-01,2
FXI,05-01,1
FXI,06-01,1
FXI,09-01,8
FXI,10-01,3
FXLV,07-01,2
FXR,06-01,2
G,01-01,2
G,02-01,2
GAB,03-01,4
GABA,06-01,1
GAIN,01-01,46
GAIN,02-01,30
GAIN,03-01,32
GAIN,04-01,4
GAIN,05-01,10
GAIN,06-01,20
GAIN,07-01,7
GAIN,08-01,1
GAIN,09-01,3
GAIN,10-01,3
GAINZ,08-01,1
GAINZ,09-01,1
GAL,02-01,1
GAM,01-01,2
GAMB,09-01,1
GAMB,10-01,1
GAME,06-01,4
GAME,07-01,5
GAME,08-01,1
GAME,09-01,1
GAMR,01-01,6
GAMR,02-01,4
GAMR,03-01,7
GAN,01-01,18
GAN,02-01,8
GAN,03-01,1
GAN,08-01,1
GAU,01-01,2
GAYGF,02-01,1
GAYMF,02-01,4
GAYMF,03-01,2
GAYMF,05-01,3
GAYMF,06-01,3
GB,01-01,16
GB,02-01,3
GB,03-01,4
GB,04-01,2
GB,05-01,6
GB,06-01,5
GB,07-01,1
GB,08-01,2
GB,09-01,3
GB,10-01,1
GBR,01-01,2
GBX,02-01,1
GBX,07-01,1
GCP,01-01,2
GCP,02-01,3
GCP,03-01,2
GCP,05-01,2
GCP,08-01,1
GCP,09-01,1
GD,01-01,10
GD,02-01,16
GD,03-01,10
GD,04-01,3
GD,05-01,19
GD,06-01,5
GD,07-01,2
GD,08-01,1
GD,09-01,3
GD,10-01,1
GDDY,08-01,2
GDRX,01-01,2
GDRX,05-01,3
GDRX,06-01,6
GDRX,08-01,2
GDS,02-01,4
GDS,03-01,3
GDX,01-01,4
GDX,02-01,6
GDX,05-01,5
GDX,06-01,2
GDX,07-01,4
GDX,09-01,1
GDXJ,01-01,2
GDXJ,02-01,3
GDXJ,05-01,4
GDXJ,06-01,5
GDXJ,07-01,3
GDXJ,08-01,2
GDXJ,09-01,1
GDXU,05-01,1
GDYN,05-01,1
GE,01-01,304
GE,02-01,134
GE,03-01,182
GE,04-01,33
GE,05-01,116
GE,06-01,140
GE,07-01,20
GE,08-01,19
GE,09-01,7
GE,10-01,2
GE,12-01,124
GEL,02-01,2
GEM,01-01,18
GEM,02-01,17
GEM,03-01,9
GEM,04-01,2
GEM,05-01,4
GEM,06-01,3
GEN,01-01,2
GEN,02-01,7
GENE,06-01,6
GENE,12-01,2
GENI,04-01,6
GENI,05-01,4
GENI,06-01,7
GENI,07-01,1
GENI,08-01,14
GENI,09-01,95
GEO,01-01,4
GEO,02-01,6
GEO,04-01,2
GEO,05-01,1
GEO,06-01,8
GEO,09-01,1
GER,01-01,2
GER,02-01,3
GER,03-01,2
GER,05-01,1
GERN,02-01,2
GES,04-01,1
GEVO,01-01,20
GEVO,02-01,35
GEVO,03-01,14
GEVO,04-01,5
GEVO,05-01,14
GEVO,06-01,13
GEVO,07-01,7
GEVO,08-01,5
GEVO,09-01,9
GEVO,10-01,1
GF,01-01,42
GF,02-01,46
GF,03-01,42
GF,04-01,21
GF,05-01,8
GF,06-01,11
GF,12-01,4
GFL,01-01,2
GFL,06-01,1
GGB,01-01,4
GGB,04-01,3
GGB,06-01,5
GGB,07-01,1
GGB,12-01,10
GGG,01-01,2
GGII,06-01,1
GGPI,07-01,1
GH,01-01,2
GH,03-01,5
GH,07-01,1
GH,12-01,2
GHC,02-01,1
GHG,01-01,2
GHG,02-01,3
GHG,06-01,1
GHG,12-01,2
GHIV,01-01,20
GHM,06-01,36
GHSI,02-01,1
GHSI,06-01,2
GHVI,02-01,2
GHVI,03-01,3
GHVI,06-01,1
GIB,01-01,6
GIB,03-01,2
GIFI,06-01,36
GIK,01-01,6
GIK,02-01,1
GIK,03-01,3
GIL,02-01,1
GILD,01-01,60
GILD,02-01,8
GILD,03-01,14
GILD,04-01,2
GILD,06-01,1
GILD,12-01,30
GILT,01-01,2
GILT,02-01,8
GILT,03-01,2
GILT,06-01,2
GINN,02-01,1
GIS,01-01,6
GIS,02-01,13
GIS,03-01,1
GIS,04-01,1
GIS,06-01,4
GIS,07-01,2
GK,07-01,1
GKOS,10-01,4
GL,01-01,104
GL,02-01,77
GL,03-01,71
GL,04-01,37
GL,05-01,52
GL,06-01,66
GL,07-01,17
GL,12-01,14
GLAD,01-01,4
GLAD,02-01,5
GLAD,03-01,11
GLAD,05-01,1
GLAD,06-01,1
GLAD,07-01,2
GLAD,12-01,2
GLBE,06-01,2
GLBE,07-01,1
GLBS,06-01,1
GLD,01-01,16
GLD,02-01,11
GLD,03-01,20
GLD,04-01,2
GLD,05-01,45
GLD,06-01,18
GLD,07-01,10
GLD,08-01,4
GLD,09-01,7
GLD,10-01,1
GLD,12-01,2
GLDFF,02-01,2
GLDI,05-01,3
GLDM,05-01,1
GLG,03-01,2
GLHAU,04-01,1
GLIF,03-01,2
GLL,02-01,1
GLO,04-01,1
GLOB,01-01,4
GLOP,02-01,1
GLOP,07-01,2
GLPI,04-01,3
GLSI,03-01,3
GLUU,01-01,6
GLUU,02-01,5
GLUU,04-01,1
GLV,03-01,1
GLW,02-01,2
GM,01-01,708
GM,02-01,261
GM,03-01,217
GM,04-01,89
GM,05-01,71
GM,06-01,106
GM,07-01,93
GM,08-01,67
GM,09-01,36
GM,10-01,28
GM,12-01,38
GMBL,02-01,4
GMBL,03-01,2
GMBL,05-01,1
GMBL,06-01,1
GME,01-01,61426
GME,02-01,53682
GME,03-01,33150
GME,04-01,7312
GME,05-01,4415
GME,06-01,7669
GME,07-01,1728
GME,08-01,1089
GME,09-01,1225
GME,10-01,322
GME,12-01,3052
GMED,01-01,4
GMED,02-01,70
GMED,03-01,55
GMED,04-01,28
GMED,05-01,6
GMED,06-01,10
GMED,09-01,6
GMED,10-01,1
GMS,02-01,8
GMS,03-01,2
GMS,05-01,1
GMTA,03-01,1
GNE,02-01,2
GNE,06-01,37
GNENF,01-01,2
GNMA,02-01,2
GNOG,01-01,18
GNOG,02-01,8
GNOG,03-01,18
GNOG,04-01,1
GNOG,05-01,2
GNOG,06-01,2
GNOG,09-01,1
GNOG,12-01,2
GNPK,05-01,1
GNPX,03-01,1
GNRC,02-01,12
GNRC,06-01,6
GNRC,07-01,3
GNRC,08-01,2
GNRS,01-01,4
GNRS,02-01,1
GNTX,01-01,2
GNUS,01-01,14
GNUS,02-01,36
GNUS,03-01,10
GNUS,04-01,5
GNUS,05-01,5
GNUS,06-01,23
GNUS,07-01,7
GNUS,09-01,10
GNW,02-01,1
GNW,04-01,8
GNW,06-01,2
GNW,08-01,2
GO,01-01,816
GO,12-01,56
GOCO,05-01,1
GOCO,08-01,11
GOCO,09-01,8
GOED,06-01,2
GOEV,01-01,726
GOEV,02-01,142
GOEV,03-01,142
GOEV,04-01,64
GOEV,05-01,19
GOEV,06-01,238
GOEV,07-01,16
GOEV,08-01,27
GOEV,09-01,155
GOEV,10-01,3
GOEV,12-01,98
GOEVW,01-01,4
GOEVW,03-01,1
GOEVW,04-01,4
GOEVW,06-01,3
GOEVW,09-01,1
GOEVW,12-01,4
GOGL,04-01,1
GOGO,01-01,8
GOGO,02-01,8
GOGO,03-01,4
GOGO,06-01,15
GOGO,08-01,4
GOGO,09-01,19
GOGO,10-01,14
GOL,01-01,4
GOL,06-01,4
GOLD,01-01,86
GOLD,02-01,83
GOLD,03-01,34
GOLD,04-01,14
GOLD,05-01,30
GOLD,06-01,32
GOLD,07-01,15
GOLD,08-01,4
GOLD,09-01,9
GOLD,10-01,2
GOLD,12-01,8
GOLF,01-01,4
GOLF,04-01,1
GOLF,06-01,2
GOLF,08-01,1
GOLF,09-01,1
GOOD,01-01,190
GOOD,02-01,96
GOOD,12-01,22
GOOG,01-01,42
GOOG,02-01,45
GOOG,03-01,17
GOOG,04-01,22
GOOG,05-01,21
GOOG,06-01,16
GOOG,07-01,34
GOOG,08-01,17
GOOG,09-01,21
GOOG,10-01,3
GOOG,12-01,12
GOOGL,01-01,28
GOOGL,02-01,9
GOOGL,03-01,3
GOOGL,04-01,9
GOOGL,05-01,13
GOOGL,06-01,5
GOOGL,07-01,25
GOOGL,08-01,8
GOOGL,09-01,10
GOOGL,10-01,2
GOOGL,12-01,16
GOSS,03-01,1
GOTU,06-01,6
GOTU,07-01,20
GOTU,08-01,21
GOTU,09-01,1
GOVT,01-01,8
GOVT,04-01,1
GOVT,05-01,1
GP,01-01,8
GP,02-01,6
GP,03-01,6
GP,04-01,2
GP,05-01,1
GP,09-01,2
GP,10-01,1
GP,12-01,4
GPFT,05-01,1
GPI,03-01,2
GPL,03-01,5
GPN,02-01,4
GPN,04-01,1
GPN,05-01,1
GPRE,05-01,2
GPRO,01-01,12
GPRO,02-01,10
GPRO,03-01,15
GPRO,04-01,6
GPRO,05-01,7
GPRO,06-01,17
GPRO,07-01,4
GPRO,08-01,3
GPS,01-01,10
GPS,02-01,10
GPS,03-01,2
GPS,04-01,3
GPS,05-01,1
GPS,06-01,11
GPS,07-01,9
GPS,08-01,3
GPS,09-01,4
GPS,12-01,2
GRAMF,01-01,1
GRAMF,02-01,4
GRAY,04-01,1
GRAY,05-01,1
GRAY,06-01,9
GRBK,08-01,2
GREE,09-01,14
GRID,03-01,1
GRID,05-01,1
GRID,06-01,2
GRIL,03-01,1
GRMN,03-01,2
GRN,01-01,2
GRN,06-01,2
GRNH,02-01,2
GROM,06-01,1
GROW,01-01,6
GROW,02-01,5
GROW,03-01,7
GROW,04-01,1
GROW,05-01,4
GROW,06-01,2
GROY,09-01,2
GRPN,01-01,2
GRPN,03-01,1
GRPN,05-01,2
GRPN,09-01,1
GRU,01-01,2
GRU,02-01,1
GRUB,02-01,1
GRUB,03-01,3
GRUB,05-01,1
GRUB,06-01,2
GRUB,12-01,10
GRVI,06-01,3
GRVI,07-01,4
GRVY,01-01,8
GRWG,01-01,58
GRWG,02-01,37
GRWG,03-01,11
GRWG,04-01,2
GRWG,05-01,4
GRWG,06-01,13
GRWG,07-01,3
GRWG,08-01,5
GRWG,09-01,1
GRWG,10-01,1
GRWG,12-01,2
GS,01-01,128
GS,02-01,58
GS,03-01,87
GS,04-01,83
GS,05-01,14
GS,06-01,26
GS,07-01,15
GS,08-01,6
GS,09-01,8
GS,10-01,4
GS,12-01,8
GSAH,01-01,6
GSAT,01-01,18
GSAT,02-01,74
GSAT,03-01,17
GSAT,04-01,24
GSAT,05-01,3
GSAT,06-01,207
GSAT,07-01,10
GSAT,08-01,41
GSAT,09-01,39
GSAT,10-01,1
GSCCF,05-01,12
GSCCF,12-01,2
GSG,03-01,2
GSHD,02-01,2
GSHD,09-01,1
GSK,01-01,8
GSK,02-01,14
GSK,05-01,2
GSK,06-01,7
GSK,08-01,9
GSK,10-01,3
GSKY,09-01,5
GSL,04-01,1
GSL,06-01,1
GSM,02-01,1
GSM,03-01,1
GSSC,02-01,6
GSV,05-01,2
GSX,01-01,8
GSX,02-01,14
GSX,03-01,15
GSX,04-01,11
GSX,12-01,8
GSY,02-01,1
GT,01-01,20
GT,02-01,1
GT,03-01,19
GT,04-01,1
GT,05-01,3
GT,06-01,3
GT,07-01,4
GT,08-01,3
GTBIF,06-01,1
GTE,02-01,2
GTE,03-01,3
GTE,04-01,2
GTE,05-01,2
GTE,06-01,2
GTE,07-01,1
GTE,09-01,1
GTE,10-01,3
GTEC,02-01,2
GTH,03-01,1
GTH,06-01,3
GTHX,02-01,12
GTHX,03-01,3
GTHX,06-01,2
GTII,05-01,1
GTLS,02-01,5
GTLS,03-01,2
GTLS,05-01,2
GTN,03-01,1
GTN,05-01,1
GTO,02-01,2
GTS,01-01,4
GTS,04-01,1
GTS,06-01,1
GTT,02-01,2
GTT,04-01,2
GTT,06-01,7
GURU,01-01,2
GURU,05-01,1
GURU,12-01,2
GUSH,01-01,10
GUSH,02-01,26
GUSH,03-01,41
GUSH,04-01,8
GUSH,05-01,6
GUSH,06-01,2
GUSH,07-01,1
GUSH,08-01,4
GUSH,09-01,26
GUSH,10-01,2
GUT,01-01,4
GUT,02-01,1
GUT,03-01,3
GVA,02-01,1
GVP,04-01,1
GVSI,05-01,1
GWAC,03-01,1
GWB,04-01,1
GWB,07-01,1
GWPH,01-01,2
GWPH,02-01,5
GWW,02-01,3
GXO,08-01,8
GYRO,05-01,1
H,01-01,10
H,02-01,7
H,03-01,3
H,05-01,2
H,06-01,88
H,07-01,8
H,08-01,3
H,09-01,2
H,10-01,4
HA,01-01,56
HA,02-01,42
HA,03-01,50
HA,04-01,15
HA,05-01,16
HA,06-01,19
HA,07-01,8
HA,08-01,5
HA,09-01,10
HA,10-01,6
HA,12-01,2
HACK,01-01,6
HACK,02-01,1
HACK,03-01,1
HACK,06-01,1
HAE,01-01,12
HAE,03-01,3
HAE,05-01,8
HAE,06-01,2
HAIL,01-01,56
HAIL,02-01,12
HAIL,03-01,11
HAIL,04-01,4
HAIL,05-01,1
HAIL,06-01,3
HAIL,12-01,2
HAL,01-01,4
HAL,02-01,5
HAL,03-01,14
HAL,05-01,2
HAL,06-01,1
HAL,12-01,4
HALL,01-01,4
HALL,04-01,1
HALL,05-01,1
HALL,08-01,1
HALO,01-01,4
HALO,03-01,2
HAPP,01-01,4
HARP,07-01,1
HART,03-01,1
HAS,01-01,194
HAS,12-01,22
HASI,01-01,4
HAYW,05-01,6
HBI,01-01,14
HBI,03-01,3
HBI,05-01,2
HBI,06-01,3
HBI,07-01,2
HBIO,06-01,1
HBM,06-01,1
HBM,08-01,1
HBM,09-01,5
HCAC,01-01,2
HCHDF,06-01,1
HCIC,06-01,3
HCMC,01-01,2
HCMC,02-01,2
HCMC,03-01,3
HD,01-01,24
HD,02-01,27
HD,03-01,38
HD,04-01,17
HD,05-01,34
HD,06-01,3
HD,07-01,4
HD,08-01,25
HD,09-01,11
HD,10-01,2
HD,12-01,8
HDG,02-01,6
HDG,03-01,2
HDGE,01-01,2
HE,01-01,292
HE,12-01,32
HEAR,01-01,68
HEAR,02-01,90
HEAR,03-01,44
HEAR,04-01,6
HEAR,05-01,6
HEAR,06-01,9
HEAR,07-01,12
HEAR,09-01,4
HEAR,12-01,16
HEC,01-01,4
HEES,04-01,1
HEI,03-01,2
HEMP,02-01,1
HEP,05-01,1
HERD,01-01,2
HERD,02-01,3
HERO,01-01,24
HERO,02-01,11
HERO,03-01,11
HERO,04-01,6
HERO,05-01,2
HERO,06-01,5
HES,01-01,44
HES,02-01,106
HES,03-01,34
HES,04-01,13
HES,07-01,1
HES,09-01,4
HES,10-01,1
HES,12-01,4
HESM,03-01,1
HESM,09-01,1
HEXO,01-01,2
HEXO,02-01,30
HEXO,03-01,2
HEXO,04-01,1
HEXO,05-01,2
HEXO,06-01,8
HEXO,10-01,1
HFC,01-01,2
HFC,02-01,1
HFFG,03-01,1
HGEN,03-01,3
HGEN,04-01,5
HGEN,06-01,8
HGEN,07-01,3
HGEN,08-01,1
HGH,01-01,2
HGH,05-01,1
HGH,12-01,2
HHC,01-01,4
HHC,02-01,1
HHC,03-01,1
HI,01-01,20
HI,02-01,10
HI,03-01,10
HI,04-01,12
HI,05-01,6
HI,06-01,4
HI,07-01,1
HIBB,06-01,2
HIBL,02-01,1
HIBS,01-01,2
HIBS,02-01,1
HIG,05-01,2
HII,03-01,1
HII,04-01,5
HII,05-01,2
HIII,06-01,1
HIMS,01-01,4
HIMS,02-01,59
HIMS,03-01,8
HIMS,04-01,5
HIMS,06-01,6
HIMS,07-01,32
HIMS,08-01,13
HIMS,09-01,2
HIMX,01-01,18
HIMX,02-01,69
HIMX,03-01,1
HIMX,04-01,21
HIMX,05-01,8
HIMX,07-01,3
HIMX,08-01,4
HIMX,09-01,22
HIMX,12-01,6
HIPO,08-01,4
HIPO,09-01,4
HIPS,05-01,1
HIPS,09-01,1
HITI,06-01,36
HITI,07-01,1
